id	HS	TR	AG
7274	0	0	0
1616	0	0	0
7849	0	0	0
4854	1	0	0
3576	0	0	0
7228	0	0	0
3708	0	0	0
4856	0	0	0
6628	1	1	0
8128	0	0	0
1249	1	0	1
3102	1	0	1
7398	1	1	0
8472	0	0	0
4459	0	0	0
8076	0	0	0
6218	1	1	0
5141	1	1	0
1328	0	0	0
5681	1	0	1
6081	1	0	0
5505	1	1	1
5698	1	1	0
387	1	0	1
3749	1	0	1
4379	0	0	0
1734	1	0	1
5329	0	0	0
1031	0	0	0
6976	0	0	0
3883	1	0	0
7628	0	0	0
3952	1	0	1
577	1	1	1
1922	0	0	0
7533	0	0	0
7789	0	0	0
8428	0	0	0
738	0	0	0
8409	0	0	0
7226	0	0	0
8491	0	0	0
5539	0	0	0
6028	0	0	0
8206	0	0	0
2610	0	0	0
7855	0	0	0
1921	1	0	1
2856	0	0	0
684	0	0	0
8593	0	0	0
423	0	0	0
3577	1	0	1
4693	0	0	0
2153	0	0	0
4746	1	1	0
4918	1	0	0
1663	0	0	0
6299	0	0	0
3194	1	0	0
6603	1	1	0
984	1	0	0
6271	0	0	0
8605	1	1	0
8738	1	0	1
7046	0	0	0
8400	0	0	0
6149	1	1	0
8196	0	0	0
4410	1	0	1
2272	1	0	0
3761	0	0	0
724	0	0	0
3281	0	0	0
3704	0	0	0
1383	0	0	0
1344	0	0	0
2488	0	0	0
2384	0	0	0
7644	0	0	0
4601	0	0	0
3589	0	0	0
4661	1	0	1
6289	1	1	1
5728	1	0	0
349	1	0	1
4087	1	0	0
2685	0	0	0
7467	0	0	0
7597	1	1	0
4353	1	0	0
4427	1	0	0
2846	0	0	0
1813	0	0	0
6954	0	0	0
1013	1	0	1
5209	1	0	0
4219	0	0	0
4062	1	0	0
3880	1	0	0
8980	0	0	0
8747	1	1	1
7637	0	0	0
6452	0	0	0
5055	0	0	0
8010	0	0	0
8786	0	0	0
2917	1	0	0
3018	0	0	0
1745	0	0	0
5295	0	0	0
594	0	0	0
2212	0	0	0
5334	1	0	0
922	0	0	0
4912	1	0	0
8685	1	1	0
7423	0	0	0
7219	0	0	0
8438	0	0	0
4166	0	0	0
1242	0	0	0
8876	0	0	0
4082	0	0	0
1677	0	0	0
8996	1	1	0
6743	0	0	0
6654	0	0	0
7679	0	0	0
2047	0	0	0
2123	0	0	0
4357	0	0	0
8769	0	0	0
7659	0	0	0
599	0	0	0
7795	0	0	0
6841	0	0	0
3116	0	0	0
3481	0	0	0
8848	0	0	0
1832	0	0	0
2421	0	0	0
7902	0	0	0
9048	1	1	1
5557	0	0	0
4553	1	0	1
6915	1	0	0
7038	0	0	0
6920	0	0	0
6600	0	0	0
1395	0	0	0
8435	0	0	0
8846	1	0	1
3914	1	1	0
3229	0	0	0
4978	1	1	0
3317	0	0	0
9003	1	1	0
7284	0	0	0
928	0	0	0
4086	1	0	1
8906	1	1	1
6714	0	0	0
1878	1	0	0
2146	0	0	0
2891	1	0	1
4250	1	0	0
873	0	0	0
8760	1	1	1
3019	1	0	1
1770	1	0	0
1975	0	0	0
4073	1	0	1
2010	0	0	0
2482	0	0	0
4989	1	1	1
1923	0	0	0
7811	0	0	0
2523	1	0	1
819	0	0	0
8376	0	0	0
938	0	0	0
2670	0	0	0
7164	0	0	0
7955	0	0	0
8120	1	0	0
1599	0	0	0
3991	0	0	0
6505	1	1	0
6592	0	0	0
7052	0	0	0
6472	0	0	0
1275	0	0	0
631	0	0	0
9022	1	0	0
2708	0	0	0
3996	0	0	0
6321	1	1	0
8123	0	0	0
2983	0	0	0
1372	0	0	0
1560	0	0	0
4268	1	0	1
2393	0	0	0
8202	0	0	0
3626	0	0	0
7865	1	1	0
7746	0	0	0
7093	0	0	0
1052	1	0	1
4188	0	0	0
3428	1	0	1
5085	1	1	1
1503	0	0	0
3353	0	0	0
7963	0	0	0
3984	0	0	0
7622	0	0	0
3902	0	0	0
927	0	0	0
8651	1	1	0
1653	0	0	0
5031	0	0	0
7447	0	0	0
1874	1	0	0
9193	1	1	1
3055	0	0	0
3008	0	0	0
7305	0	0	0
8585	0	0	0
3296	1	0	1
2952	1	0	1
5073	1	0	0
4368	0	0	0
